event,property_username,property_$initial_referring_domain,property_$initial_referrer,property_$screen_width,property_$referring_domain,property_distinct_id,property_$city,property_$screen_height,property_path,property_$referrer,property_mp_country_code,property_$region,property_mp_lib,property_currentTime,property_$device,property_time,property_$os,property_$browser,property_subject
Message View,A2H7BU993SYRJG,$direct,$direct,1600,,146f956bc970-05651156c-4e48022f-15f900-146f956bc98ac,Sacramento,900,/messages/xwD2Tk7r9sBNmcotj,,US,California,web,1404342907079,,1404317721,Windows,Chrome,This week is crazy for me
Practice View,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/practice/4t6uDY9QbnaxHnHwg,,US,South Carolina,web,,,1404317722,Windows,Firefox,RE: Meeting next week regarding sales conference
Practice View,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/practice/atujjzESTp2hg2Aux,,US,New York,web,,,1404317724,Windows,Firefox,RE: Meeting next week regarding sales conference
Message View,ACDTQNYOT3GG8,$direct,$direct,1024,,146f95466fa77-087923d8759c67-7f6e1635-a0000-146f95466fbe5,Theodore,640,/messages/dDzDnAJLLkMntYxFY,,US,Alabama,web,1404342918367,,1404317727,Windows,Firefox,Meeting
Back to Inbox,ACDTQNYOT3GG8,$direct,$direct,1024,,146f95466fa77-087923d8759c67-7f6e1635-a0000-146f95466fbe5,Theodore,640,/survey,,US,Alabama,web,1404342922501,,1404317731,Windows,Firefox,
Message View,AD1WGUMVD6KED,$direct,$direct,1280,,146f953b02a2d9b-06ed07197-6b12177e-fa000-146f953b03ac1f,Chico,800,/messages/bPWHMnstdA2SKbbYA,,US,California,web,1404342935348,,1404317734,Windows,Chrome,Meeting
Practice View,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/practice/mhqc2cdeo6xjxLeLf,,US,South Carolina,web,,,1404317735,Windows,Firefox,RE: Meeting next week regarding sales conference
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/F6g3JHTXYjCxFPug6,http://msbresearch.meteor.com/,US,,web,1404342957140,,1404317740,Windows,Chrome,Wait on the Marketing Report
Message View,ACDTQNYOT3GG8,$direct,$direct,1024,,146f95466fa77-087923d8759c67-7f6e1635-a0000-146f95466fbe5,Theodore,640,/messages/DwEbGFqpRLazN7HzH,,US,Alabama,web,1404342933353,,1404317742,Windows,Firefox,Summary has some challenges
Back to Inbox,ACDTQNYOT3GG8,$direct,$direct,1024,,146f95466fa77-087923d8759c67-7f6e1635-a0000-146f95466fbe5,Theodore,640,/survey,,US,Alabama,web,1404342934506,,1404317743,Windows,Firefox,
Back to Inbox,A2H7BU993SYRJG,$direct,$direct,1600,,146f956bc970-05651156c-4e48022f-15f900-146f956bc98ac,Sacramento,900,/survey,,US,California,web,1404342938438,,1404317752,Windows,Chrome,
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404342969498,,1404317752,Windows,Chrome,
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/gnSc3nQ3kF6g7G2Td,http://msbresearch.meteor.com/,US,,web,1404342970885,,1404317754,Windows,Chrome,Availability for Meeting About Strategic Plan
Audio Ended,ACDTQNYOT3GG8,$direct,$direct,1024,,146f95466fa77-087923d8759c67-7f6e1635-a0000-146f95466fbe5,Theodore,640,/survey,,US,Alabama,web,1404342947070,,1404317755,Windows,Firefox,
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404342974790,,1404317758,Windows,Chrome,
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/Sb69g9dm7GJDaMSMo,http://msbresearch.meteor.com/,US,,web,1404342975772,,1404317759,Windows,Chrome,I Can't Make Friday
Audio Ended,AD1WGUMVD6KED,$direct,$direct,1280,,146f953b02a2d9b-06ed07197-6b12177e-fa000-146f953b03ac1f,Chico,800,/messages/bPWHMnstdA2SKbbYA,,US,California,web,1404342964551,,1404317763,Windows,Chrome,
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404342979809,,1404317763,Windows,Chrome,
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/yytk8bZLSQ6ZiH3RX,http://msbresearch.meteor.com/,US,,web,1404342980850,,1404317764,Windows,Chrome,Back from Vacation Everybody!!
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404342983901,,1404317767,Windows,Chrome,
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/F6g3JHTXYjCxFPug6,http://msbresearch.meteor.com/,US,,web,1404342984629,,1404317768,Windows,Chrome,Wait on the Marketing Report
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404342987404,,1404317770,Windows,Chrome,
Message View,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/messages/PNThYiKY6wZs4Suko,,US,Ohio,web,1404267298560,,1404317774,Windows,Firefox,Back from Vacation Everybody!!
Message View,A2H7BU993SYRJG,$direct,$direct,1600,,146f956bc970-05651156c-4e48022f-15f900-146f956bc98ac,Sacramento,900,/messages/2gDx6P4f7FTnGJ5NK,,US,California,web,1404342967584,,1404317782,Windows,Chrome,Summary has some challenges
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/C7hRThAoNAJqno6hv,http://msbresearch.meteor.com/,US,,web,1404343009094,,1404317792,Windows,Chrome,This week is crazy for me
Play Audio,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/survey,,US,South Carolina,web,1404342993628,,1404317797,Windows,Firefox,
Back to Inbox,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/survey,,US,Ohio,web,1404267322173,,1404317798,Windows,Firefox,
Message View,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/messages/QBMkruiAQCpk4Xuws,,US,Ohio,web,1404267323941,,1404317800,Windows,Firefox,I Can't Make Friday
Message View,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/messages/vYRYg58HpcRZhh6Jj,,US,South Carolina,web,1404342997556,,1404317801,Windows,Firefox,Availability for Meeting About Strategic Plan
Play Audio,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/survey,,US,New York,web,1404343000390,,1404317802,Windows,Firefox,
Message View,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/messages/eZwqXga8dZT9yaPGK,,US,New York,web,1404343001988,,1404317804,Windows,Firefox,Availability for Meeting About Strategic Plan
Back to Inbox,A2H7BU993SYRJG,$direct,$direct,1600,,146f956bc970-05651156c-4e48022f-15f900-146f956bc98ac,Sacramento,900,/survey,,US,California,web,1404342993458,,1404317807,Windows,Chrome,
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404343023787,,1404317807,Windows,Chrome,
Back to Inbox,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/survey,,US,New York,web,1404343006535,,1404317808,Windows,Firefox,
Message View,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/messages/TzmJX7g3Mnt9Xyx6C,,US,New York,web,1404343007282,,1404317809,Windows,Firefox,I Can't Make Friday
Back to Inbox,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/survey,,US,South Carolina,web,1404343029821,,1404317833,Windows,Firefox,
Message View,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/messages/RD9jBZvFh6PL8G8hp,,US,South Carolina,web,1404343031128,,1404317834,Windows,Firefox,I Can't Make Friday
Back to Inbox,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/survey,,US,Ohio,web,1404267358980,,1404317835,Windows,Firefox,
Back to Inbox,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/survey,,US,New York,web,1404343033518,,1404317836,Windows,Firefox,
Message View,A2H7BU993SYRJG,$direct,$direct,1600,,146f956bc970-05651156c-4e48022f-15f900-146f956bc98ac,Sacramento,900,/messages/STDgF2W9vE9uPM8Nj,,US,California,web,1404343026935,,1404317841,Windows,Chrome,Meeting
Practice View,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/practice/2yWd6qv74TCYZY5tw,,US,,web,,,1404317844,Windows,Chrome,RE: Meeting next week regarding sales conference
Message View,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/messages/kLXxBeFXcZYpmdy69,,US,Ohio,web,1404267371379,,1404317847,Windows,Firefox,Wait on the Marketing Report
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/EL6uTKksoT46YMunz,http://msbresearch.meteor.com/,US,,web,1404343066124,,1404317849,Windows,Chrome,Summary has some challenges
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404343075395,,1404317858,Windows,Chrome,
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/EL6uTKksoT46YMunz,http://msbresearch.meteor.com/,US,,web,1404343080071,,1404317863,Windows,Chrome,Summary has some challenges
Back to Inbox,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/survey,,US,South Carolina,web,1404343061939,,1404317865,Windows,Firefox,
Back to Inbox,A2H7BU993SYRJG,$direct,$direct,1600,,146f956bc970-05651156c-4e48022f-15f900-146f956bc98ac,Sacramento,900,/survey,,US,California,web,1404343050899,,1404317865,Windows,Chrome,
Audio Ended,A2H7BU993SYRJG,$direct,$direct,1600,,146f956bc970-05651156c-4e48022f-15f900-146f956bc98ac,Sacramento,900,/survey,,US,California,web,1404343056514,,1404317870,Windows,Chrome,
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404343090045,,1404317873,Windows,Chrome,
Back to Inbox,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/survey,,US,Ohio,web,1404267406489,,1404317882,Windows,Firefox,
Message View,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/messages/EAunQ9Y8GFgBt97Kn,,US,Ohio,web,1404267408293,,1404317884,Windows,Firefox,Availability for Meeting About Strategic Plan
Message View,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/messages/PSfHwQc3a4X59dZWF,,US,South Carolina,web,1404343086051,,1404317889,Windows,Firefox,Back from Vacation Everybody!!
Practice View,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/practice/ef2nEneqzDbJkGxeY,,US,,web,,,1404317892,Windows,Chrome,RE: Meeting next week regarding sales conference
Message View,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/messages/Bmh5xNKTgdYY6d8WW,,US,New York,web,1404343092291,,1404317894,Windows,Firefox,Back from Vacation Everybody!!
Back to Inbox,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/survey,,US,New York,web,1404343098801,,1404317901,Windows,Firefox,
Back to Inbox,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/survey,,US,South Carolina,web,1404343103957,,1404317907,Windows,Firefox,
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/8We5A2TJhdk7J5pPj,http://msbresearch.meteor.com/,US,,web,1404343126697,,1404317910,Windows,Chrome,Meeting
Practice View,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/practice/HWtC2zX6nqSuFiPX2,,US,,web,,,1404317915,Windows,Chrome,RE: Meeting next week regarding sales conference
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404343134648,,1404317918,Windows,Chrome,
Message View,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/messages/8We5A2TJhdk7J5pPj,http://msbresearch.meteor.com/,US,,web,1404343135997,,1404317919,Windows,Chrome,Meeting
Back to Inbox,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404343138873,,1404317922,Windows,Chrome,
Audio Ended,A1B4KC5KP7FH1Z,$direct,$direct,1366,msbresearch.meteor.com,146f955b3cd80-0e4154933-404c0028-100200-146f955b3ceb5,,768,/survey,http://msbresearch.meteor.com/,US,,web,1404343153939,,1404317937,Windows,Chrome,
Message View,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/messages/NetXF3Y2ujYZoQmHA,,US,New York,web,1404343152541,,1404317954,Windows,Firefox,Wait on the Marketing Report
Back to Inbox,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/survey,,US,New York,web,1404343153904,,1404317956,Windows,Firefox,
Message View,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/messages/MWxQiipoauAo7e8is,,US,South Carolina,web,1404343157413,,1404317960,Windows,Firefox,Wait on the Marketing Report
Page Views,anonymous,$direct,$direct,1920,,146f9602820112-05a838642-4e48022f-1fa400-146f960282135a,Stockton,1080,/,,US,California,web,,,1404317964,Windows,Chrome,
Page Views,anonymous,$direct,$direct,1680,,146f960295326b-064c475f3-4e48022f-1aeaa0-146f960295428e,Akron,1050,/,,US,Ohio,web,,,1404317967,Windows,Chrome,
Back to Inbox,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/survey,,US,Ohio,web,1404267497271,,1404317973,Windows,Firefox,
Message View,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/messages/xh6EcEMp5paDP3LyW,,US,Ohio,web,1404267499343,,1404317975,Windows,Firefox,Summary has some challenges
Back to Inbox,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/survey,,US,South Carolina,web,1404343179962,,1404317983,Windows,Firefox,
Page Views,anonymous,$direct,$direct,1366,,146f960763936c-094ace31c-4f4b012e-100200-146f960763a5cf,La Mesa,768,/,,US,California,web,,,1404317997,Windows,Chrome,
Practice View,A2ZUCKYJE4DPV7,$direct,$direct,1920,,146f9602820112-05a838642-4e48022f-1fa400-146f960282135a,Stockton,1080,/practice/paG7yWTSrN9jomz57,,US,California,web,,,1404318001,Windows,Chrome,RE: Meeting next week regarding sales conference
Message View,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/messages/oLZ3SrCNAWMDZHSwK,,US,South Carolina,web,1404343206230,,1404318009,Windows,Firefox,This week is crazy for me
Practice View,A2ZUCKYJE4DPV7,$direct,$direct,1920,,146f9602820112-05a838642-4e48022f-1fa400-146f960282135a,Stockton,1080,/practice/YqDkxaMKN4zuQdhjt,,US,California,web,,,1404318012,Windows,Chrome,RE: Meeting next week regarding sales conference
Message View,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/messages/tSAdH3R7cNWLDDcpq,,US,,web,1404343219111,,1404318018,Windows,Chrome,I Can't Make Friday
Message View,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/messages/i3yBuMsBpp4iTD9Zh,,US,New York,web,1404343227153,,1404318029,Windows,Firefox,This week is crazy for me
Practice View,A2ZUCKYJE4DPV7,$direct,$direct,1920,,146f9602820112-05a838642-4e48022f-1fa400-146f960282135a,Stockton,1080,/practice/7WEgpPqmP9NNShXfa,,US,California,web,,,1404318032,Windows,Chrome,RE: Meeting next week regarding sales conference
Back to Inbox,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/survey,,US,New York,web,1404343230890,,1404318033,Windows,Firefox,
Back to Inbox,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/survey,,US,Ohio,web,1404267561743,,1404318037,Windows,Firefox,
Message View,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/messages/G75rwvcgumnbeP79v,,US,Ohio,web,1404267563101,,1404318039,Windows,Firefox,Meeting
Back to Inbox,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/survey,,US,South Carolina,web,1404343237307,,1404318040,Windows,Firefox,
Audio Ended,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/messages/G75rwvcgumnbeP79v,,US,Ohio,web,1404267568649,,1404318044,Windows,Firefox,
Back to Inbox,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/survey,,US,,web,1404343256245,,1404318055,Windows,Chrome,
Message View,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/messages/EjvjTrjqRxgbHoKxk,,US,,web,1404343257375,,1404318056,Windows,Chrome,Availability for Meeting About Strategic Plan
Back to Inbox,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/survey,,US,Ohio,web,1404267589071,,1404318065,Windows,Firefox,
Message View,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/messages/725iqgpSryDS4eCDb,,US,Ohio,web,1404267590882,,1404318067,Windows,Firefox,This week is crazy for me
Message View,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/messages/NxW4Gp5qgjcXapzwk,,US,South Carolina,web,1404343266257,,1404318069,Windows,Firefox,Summary has some challenges
Practice View,A3EGSX0VJT9G08,$direct,$direct,1680,,146f960295326b-064c475f3-4e48022f-1aeaa0-146f960295428e,Akron,1050,/practice/XDDDk47JaXLyRWPYB,,US,Ohio,web,,,1404318074,Windows,Chrome,RE: Meeting next week regarding sales conference
Message View,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/messages/BpDiSn7NT5Xw92YRh,,US,New York,web,1404343278723,,1404318080,Windows,Firefox,Summary has some challenges
Back to Inbox,A1OVT0PCQPZ2J7,$direct,$direct,1366,,146f4d275050-0ce00d33a03bed-43514236-100200-146f4d27506cf,Columbus,768,/survey,,US,Ohio,web,1404267605168,,1404318081,Windows,Firefox,
Back to Inbox,A2LEY4X3LD8G26,$direct,$direct,1600,,146f95b5e7f3b-0c54b70eee823f-43514136-15f900-146f95b5e802f2,Holley,900,/survey,,US,New York,web,1404343282575,,1404318084,Windows,Firefox,
Play Audio,A2ZUCKYJE4DPV7,$direct,$direct,1920,,146f9602820112-05a838642-4e48022f-1fa400-146f960282135a,Stockton,1080,/survey,,US,California,web,1404343287875,,1404318085,Windows,Chrome,
Play Audio,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/messages/EjvjTrjqRxgbHoKxk,,US,,web,1404343287972,,1404318086,Windows,Chrome,
Back to Inbox,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/survey,,US,,web,1404343288909,,1404318087,Windows,Chrome,
Message View,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/messages/tSAdH3R7cNWLDDcpq,,US,,web,1404343292310,,1404318091,Windows,Chrome,I Can't Make Friday
Back to Inbox,A3QSOD1Y7653GD,$direct,$direct,1680,,146f95bcb397e7-0a173ce19-4e48022f-1aeaa0-146f95bcb3a945,,1050,/survey,,US,,web,1404343294525,,1404318093,Windows,Chrome,
Practice View,A3EGSX0VJT9G08,$direct,$direct,1680,,146f960295326b-064c475f3-4e48022f-1aeaa0-146f960295428e,Akron,1050,/practice/mFt539BGegFrWPFZK,,US,Ohio,web,,,1404318096,Windows,Chrome,RE: Meeting next week regarding sales conference
Audio Ended,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/survey,,US,,web,1404343170136,,1404318098,Windows,Firefox,
Page Views,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/survey,,US,,web,,,1404318098,Windows,Firefox,
Message View,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/messages/jYArDu88mGRdkXoWb,,US,,web,1404343126961,,1404318098,Windows,Firefox,Wait on the Marketing Report
Message View,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/messages/qBgSWsQuXENzb9KBD,,US,,web,1404343147189,,1404318098,Windows,Firefox,I Can't Make Friday
Back to Inbox,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/survey,,US,,web,1404343121804,,1404318098,Windows,Firefox,
Message View,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/messages/fN4RHZk49QXEsmZLC,,US,,web,1404343156936,,1404318098,Windows,Firefox,Availability for Meeting About Strategic Plan
Page Views,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/survey,,US,,web,,,1404318098,Windows,Firefox,
Back to Inbox,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/survey,,US,,web,1404343153303,,1404318098,Windows,Firefox,
Message View,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/messages/QgsSmLpSTiq3FJDaY,,US,,web,1404343115322,,1404318098,Windows,Firefox,This week is crazy for me
Message View,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/messages/84h8wavqE3HEA2btW,,US,,web,1404343138518,,1404318098,Windows,Firefox,Back from Vacation Everybody!!
Back to Inbox,A3SXUKV4HS821L,$direct,$direct,1440,,146f95623c448-0c60cb2c08b036-7c6e1735-13c680-146f95623c5b3,,900,/survey,,US,,web,1404343133661,,1404318098,Windows,Firefox,
Back to Inbox,A2VL4NTRZCSXK,$direct,$direct,1366,,146f95b9a015a-0a5dcd7ca53766-43514136-100200-146f95b9a021fe,North Charleston,768,/survey,,US,South Carolina,web,1404343300998,,1404318104,Windows,Firefox,
Practice View,A1JE3G5ZXGCGTD,$direct,$direct,1366,,146f960763936c-094ace31c-4f4b012e-100200-146f960763a5cf,La Mesa,768,/practice/sTDwwHLWXBsqnydR2,,US,California,web,,,1404318106,Windows,Chrome,RE: Meeting next week regarding sales conference
